customer_id,region,acquisition_channel,membership_tier,preferred_category,tenure_months,orders,spend,avg_basket,discount_share,return_rate,support_tickets,days_since_order,email_engagement,satisfaction_score,lifetime_value,churned,latent_segment,recommended_action
C-01649,South Australia,paid-social,none,jackets,13,11,845.99,76.91,0.144,0.089,0,46,0.41,7.9,1057.49,0,Frequent-regulars,Free shipping threshold reminder
C-01650,Queensland,referral,gold,packs,24,16,2057.58,128.6,0.197,0.031,2,18,0.532,7.1,2798.31,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01651,Western Australia,organic,bronze,jackets,26,4,329.39,82.35,0.41,0.139,4,137,0.226,6.3,454.56,1,Lapsing-customers,Win-back offer with service recovery
C-01652,New South Wales,organic,bronze,apparel,33,6,374.04,62.34,0.409,0.127,3,96,0.097,7.3,542.36,1,Lapsing-customers,Win-back offer with service recovery
C-01653,New South Wales,referral,none,jackets,28,9,732.53,81.39,0.175,0.083,0,30,0.563,7.6,1025.54,0,Frequent-regulars,Free shipping threshold reminder
C-01654,Tasmania,search,none,recovery,28,9,862.02,95.78,0.143,0.067,3,21,0.452,7.9,1206.83,0,Frequent-regulars,Free shipping threshold reminder
C-01655,Victoria,referral,silver,hydration,27,20,2770.63,138.53,0.111,0.095,1,22,0.82,9.3,3851.18,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01656,Tasmania,organic,gold,recovery,37,23,3111.59,135.29,0.08,0.084,2,9,0.706,8.5,4636.27,1,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01657,Tasmania,referral,silver,apparel,21,7,565.35,80.76,0.35,0.187,0,157,0.158,5.1,751.92,0,Lapsing-customers,Win-back offer with service recovery
C-01658,South Australia,search,none,recovery,11,3,221.72,73.91,0.176,0.095,1,19,0.519,8.2,272.72,0,Emerging-shoppers,Second-purchase education sequence
C-01659,New South Wales,search,silver,recovery,35,25,3209.89,128.4,0.143,0.167,2,16,0.884,9.1,4718.54,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01660,Victoria,organic,silver,apparel,15,14,1216.54,86.9,0.265,0.142,0,36,0.533,7.2,1545.01,0,Frequent-regulars,Free shipping threshold reminder
C-01661,Tasmania,referral,bronze,jackets,17,12,1089.03,90.75,0.217,0.094,3,29,0.51,6.4,1404.85,0,Frequent-regulars,Free shipping threshold reminder
C-01662,Queensland,search,silver,accessories,31,26,4862.16,187.01,0,0.075,1,10,0.892,9.5,6952.89,0,VIP-loyalists,Early access and premium bundle
C-01663,Tasmania,retail-store,none,recovery,28,5,343.18,68.64,0.251,0.131,3,113,0.167,6.2,480.45,1,Lapsing-customers,Win-back offer with service recovery
C-01664,New South Wales,referral,none,footwear,31,9,672.62,74.74,0.476,0.163,3,109,0.176,5.1,961.85,1,Lapsing-customers,Win-back offer with service recovery
C-01665,Victoria,referral,bronze,footwear,31,8,742.4,92.8,0.314,0.227,5,113,0.228,5.8,1061.63,1,Lapsing-customers,Win-back offer with service recovery
C-01666,New South Wales,search,none,apparel,27,15,1176.84,78.46,0.137,0.105,2,31,0.35,7.8,1635.81,0,Frequent-regulars,Free shipping threshold reminder
C-01667,New South Wales,referral,silver,packs,29,9,1062.83,118.09,0.129,0.072,4,22,0.703,9.3,1498.59,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01668,Western Australia,referral,silver,hydration,31,7,624.12,89.16,0.335,0.119,1,143,0.215,6.6,892.49,1,Lapsing-customers,Win-back offer with service recovery
C-01669,South Australia,referral,none,hydration,22,9,728.79,80.98,0.216,0.158,1,131,0.195,5.3,976.58,1,Lapsing-customers,Win-back offer with service recovery
C-01670,Queensland,referral,bronze,accessories,25,6,380.13,63.35,0.301,0.185,4,72,0.227,5.9,520.78,1,Lapsing-customers,Win-back offer with service recovery
C-01671,Victoria,organic,none,hydration,23,15,1277.15,85.14,0.23,0.134,3,27,0.569,8.5,1724.15,0,Frequent-regulars,Free shipping threshold reminder
C-01672,Victoria,organic,none,apparel,22,15,1315.27,87.68,0.213,0.084,1,27,0.517,7.7,1762.46,0,Frequent-regulars,Free shipping threshold reminder
C-01673,New South Wales,search,bronze,footwear,19,9,891.31,99.03,0.142,0.055,1,33,0.656,8.2,1167.62,0,Frequent-regulars,Free shipping threshold reminder
C-01674,Tasmania,referral,none,footwear,21,11,980.52,89.14,0.165,0.016,1,19,0.57,8.5,1304.09,0,Frequent-regulars,Free shipping threshold reminder
C-01675,Victoria,organic,none,accessories,33,5,340.4,68.08,0.324,0.184,1,154,0.193,6,493.58,1,Lapsing-customers,Win-back offer with service recovery
C-01676,Tasmania,retail-store,none,recovery,23,6,482.02,80.34,0.34,0.155,4,98,0.277,6,650.73,0,Lapsing-customers,Win-back offer with service recovery
C-01677,Victoria,referral,silver,packs,28,21,2435.89,115.99,0.254,0.036,2,20,0.709,9.1,3410.25,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01678,Queensland,search,bronze,jackets,8,4,287.04,71.76,0.212,0.117,0,17,0.684,6.9,344.45,0,Emerging-shoppers,Second-purchase education sequence
C-01679,South Australia,paid-social,bronze,accessories,28,6,459.19,76.53,0.296,0.123,4,111,0.277,5.8,642.87,1,Lapsing-customers,Win-back offer with service recovery
C-01680,New South Wales,paid-social,bronze,accessories,16,11,879.46,79.95,0.164,0.077,3,30,0.537,7,1125.71,0,Frequent-regulars,Free shipping threshold reminder
C-01681,South Australia,referral,silver,recovery,7,5,342.2,68.44,0.123,0.082,2,24,0.74,8.7,407.22,1,Emerging-shoppers,Second-purchase education sequence
C-01682,Tasmania,search,none,camp,17,14,1201.89,85.85,0.086,0.05,2,27,0.71,7.5,1550.44,1,Frequent-regulars,Free shipping threshold reminder
C-01683,Victoria,organic,none,footwear,25,7,618.63,88.38,0.325,0.135,1,89,0.349,6.3,847.52,0,Lapsing-customers,Win-back offer with service recovery
C-01684,New South Wales,paid-social,bronze,footwear,2,6,452.54,75.42,0.227,0.049,2,18,0.506,7,515.9,0,Emerging-shoppers,Second-purchase education sequence
C-01685,Western Australia,organic,silver,jackets,8,1,69.36,69.36,0.122,0.077,0,24,0.75,8.2,83.23,0,Emerging-shoppers,Second-purchase education sequence
C-01686,Tasmania,retail-store,silver,packs,25,20,2498.36,124.92,0.128,0.058,0,24,0.877,8.7,3422.75,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01687,New South Wales,referral,silver,apparel,28,19,2443.79,128.62,0.135,0.129,0,16,0.685,6.4,3421.31,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01688,New South Wales,retail-store,silver,jackets,29,20,2781.58,139.08,0.018,0.077,2,12,0.753,8.5,3922.03,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01689,Tasmania,search,silver,recovery,12,3,211.68,70.56,0.261,0.14,2,116,0.197,5.4,262.48,0,Lapsing-customers,Win-back offer with service recovery
C-01690,New South Wales,organic,bronze,packs,22,13,1133,87.15,0.23,0.063,1,27,0.687,7.3,1518.22,0,Frequent-regulars,Free shipping threshold reminder
C-01691,Tasmania,referral,silver,packs,37,27,4122.07,152.67,0.017,0.06,0,11,0.758,9.3,6141.88,0,VIP-loyalists,Early access and premium bundle
C-01692,Western Australia,organic,none,footwear,25,13,1026.58,78.97,0.202,0.061,1,25,0.511,7.9,1406.41,0,Frequent-regulars,Free shipping threshold reminder
C-01693,South Australia,referral,bronze,apparel,2,5,283.36,56.67,0.212,0.131,2,23,0.729,6.9,323.03,0,Emerging-shoppers,Second-purchase education sequence
C-01694,South Australia,paid-social,none,apparel,12,12,932.12,77.68,0.095,0.086,0,33,0.673,7.3,1155.83,1,Frequent-regulars,Free shipping threshold reminder
C-01695,New South Wales,retail-store,silver,camp,18,6,393.64,65.61,0.22,0.1,0,21,0.563,7.9,511.73,0,Emerging-shoppers,Second-purchase education sequence
C-01696,South Australia,search,none,recovery,25,2,136.09,68.05,0.316,0.198,2,104,0.188,6,186.44,1,Lapsing-customers,Win-back offer with service recovery
C-01697,Western Australia,retail-store,silver,recovery,18,16,2110.98,131.94,0.16,0.06,1,11,0.618,8.8,2744.27,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01698,Western Australia,search,none,accessories,7,2,156.44,78.22,0.249,0,0,22,0.77,7.7,186.16,0,Emerging-shoppers,Second-purchase education sequence
C-01699,Victoria,retail-store,none,recovery,15,4,272.12,68.03,0.257,0.045,0,28,0.66,8.7,345.59,0,Emerging-shoppers,Second-purchase education sequence
C-01700,Tasmania,organic,silver,hydration,24,13,1014.95,78.07,0.214,0.095,2,27,0.5,7.8,1380.33,0,Frequent-regulars,Free shipping threshold reminder
C-01701,Tasmania,organic,silver,accessories,32,11,1434.07,130.37,0.121,0.088,0,21,0.827,9.8,2065.06,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01702,Western Australia,referral,none,packs,4,3,221.95,73.98,0.237,0.111,2,14,0.596,6.4,257.46,0,Emerging-shoppers,Second-purchase education sequence
C-01703,Tasmania,organic,none,apparel,25,6,490.76,81.79,0.292,0.163,3,164,0.32,6.3,672.34,1,Lapsing-customers,Win-back offer with service recovery
C-01704,Tasmania,organic,none,packs,17,13,1089.88,83.84,0.134,0.091,1,25,0.519,7.9,1405.95,0,Frequent-regulars,Free shipping threshold reminder
C-01705,New South Wales,organic,none,camp,21,11,947.85,86.17,0.16,0.066,1,32,0.544,6.9,1260.64,0,Frequent-regulars,Free shipping threshold reminder
C-01706,South Australia,retail-store,silver,hydration,30,12,904.6,75.38,0.197,0.054,2,23,0.412,7.1,1284.53,0,Frequent-regulars,Free shipping threshold reminder
C-01707,New South Wales,referral,none,recovery,10,13,1036.1,79.7,0.179,0,1,26,0.593,7.5,1264.04,0,Frequent-regulars,Free shipping threshold reminder
C-01708,Queensland,retail-store,none,camp,21,12,907.39,75.62,0.175,0,1,40,0.567,7.8,1206.83,0,Frequent-regulars,Free shipping threshold reminder
C-01709,New South Wales,organic,gold,jackets,25,27,4673.32,173.09,0,0.057,0,8,0.799,9.4,6402.45,0,VIP-loyalists,Early access and premium bundle
C-01710,Western Australia,organic,gold,packs,36,23,2775.61,120.68,0.04,0.044,0,19,0.799,8.4,4107.9,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01711,New South Wales,referral,silver,camp,9,5,303.16,60.63,0.278,0.195,1,22,0.624,8.2,366.82,1,Emerging-shoppers,Second-purchase education sequence
C-01712,New South Wales,referral,bronze,apparel,2,6,387.08,64.51,0.215,0.071,0,24,0.756,6.8,441.27,1,Emerging-shoppers,Second-purchase education sequence
C-01713,Victoria,organic,bronze,jackets,23,5,416.34,83.27,0.288,0.193,3,110,0.442,4.5,562.06,1,Lapsing-customers,Win-back offer with service recovery
C-01714,South Australia,search,none,apparel,20,10,883.53,88.35,0.19,0.019,1,39,0.525,9.8,1166.26,0,Frequent-regulars,Free shipping threshold reminder
C-01715,Queensland,search,silver,accessories,27,16,2101.64,131.35,0.001,0.111,2,22,0.701,8.7,2921.28,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01716,New South Wales,referral,gold,apparel,26,16,1952.21,122.01,0.163,0.037,0,22,0.659,7.9,2694.05,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01717,Victoria,paid-social,none,hydration,23,13,1209.75,93.06,0.175,0.067,1,29,0.546,7.5,1633.16,0,Frequent-regulars,Free shipping threshold reminder
C-01718,Tasmania,retail-store,silver,apparel,25,11,1018.28,92.57,0.09,0.043,2,32,0.516,6.3,1395.04,1,Frequent-regulars,Free shipping threshold reminder
C-01719,Victoria,referral,silver,jackets,23,17,2308.68,135.8,0.077,0.038,0,15,0.677,7.6,3116.72,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01720,Queensland,search,none,packs,8,10,809.54,80.95,0.203,0.022,1,22,0.53,7.1,971.45,0,Frequent-regulars,Free shipping threshold reminder
C-01721,Queensland,search,bronze,jackets,28,13,1092.29,84.02,0.191,0.038,3,20,0.631,8.2,1529.21,1,Frequent-regulars,Free shipping threshold reminder
C-01722,Victoria,organic,silver,packs,22,11,788.71,71.7,0.161,0.127,2,17,0.433,7.3,1056.87,0,Frequent-regulars,Free shipping threshold reminder
C-01723,South Australia,search,gold,apparel,27,17,2766.27,162.72,0.025,0.027,1,9,0.878,8.8,3845.12,0,VIP-loyalists,Early access and premium bundle
C-01724,Queensland,referral,silver,camp,36,17,2357.33,138.67,0.144,0.046,2,21,0.741,8.8,3488.85,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01725,New South Wales,organic,silver,jackets,4,6,485.27,80.88,0.167,0.035,1,21,0.709,7.8,562.91,0,Emerging-shoppers,Second-purchase education sequence
C-01726,Tasmania,retail-store,silver,footwear,3,5,352.68,70.54,0.326,0.144,0,19,0.621,7.5,405.58,1,Emerging-shoppers,Second-purchase education sequence
C-01727,Victoria,referral,silver,camp,27,5,412.17,82.43,0.299,0.14,2,114,0.389,7.2,572.92,1,Lapsing-customers,Win-back offer with service recovery
C-01728,Queensland,referral,bronze,packs,22,12,1184.78,98.73,0.204,0.081,1,36,0.581,7.9,1587.61,0,Frequent-regulars,Free shipping threshold reminder
C-01729,South Australia,referral,silver,accessories,12,4,354.27,88.57,0.266,0.071,2,28,0.806,7.6,439.29,0,Emerging-shoppers,Second-purchase education sequence
C-01730,New South Wales,organic,none,accessories,34,6,413.94,68.99,0.303,0.215,4,117,0.13,5.9,604.35,1,Lapsing-customers,Win-back offer with service recovery
C-01731,Western Australia,retail-store,bronze,recovery,20,13,1158.64,89.13,0.119,0.031,2,31,0.707,7.9,1529.4,0,Frequent-regulars,Free shipping threshold reminder
C-01732,New South Wales,retail-store,silver,camp,31,21,2929.76,139.51,0.092,0.044,1,19,0.874,7.9,4189.56,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01733,New South Wales,retail-store,gold,packs,32,18,2315.81,128.66,0.162,0.057,1,15,0.657,10,3334.77,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01734,Tasmania,referral,bronze,footwear,24,13,1048.56,80.66,0.124,0.087,0,32,0.613,6.9,1426.04,0,Frequent-regulars,Free shipping threshold reminder
C-01735,Western Australia,search,bronze,accessories,29,15,1226.91,81.79,0.086,0.109,0,34,0.559,7,1729.94,0,Frequent-regulars,Free shipping threshold reminder
C-01736,Victoria,search,silver,apparel,15,21,2654.09,126.39,0.18,0.054,0,21,0.577,7.3,3370.69,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01737,Tasmania,referral,silver,apparel,13,14,1207.02,86.22,0.163,0.102,2,39,0.679,7.3,1508.78,0,Frequent-regulars,Free shipping threshold reminder
C-01738,Victoria,retail-store,silver,jackets,28,8,612.77,76.6,0.254,0.096,1,119,0.245,5.3,857.88,0,Lapsing-customers,Win-back offer with service recovery
C-01739,South Australia,referral,silver,recovery,10,11,896.12,81.47,0.176,0.093,2,42,0.586,7.4,1093.27,0,Frequent-regulars,Free shipping threshold reminder
C-01740,Victoria,paid-social,silver,camp,2,4,286.69,71.67,0.259,0.084,1,19,0.551,9.2,326.83,1,Emerging-shoppers,Second-purchase education sequence
C-01741,Victoria,referral,none,recovery,2,3,189,63,0.209,0.016,1,14,0.745,8.3,215.46,0,Emerging-shoppers,Second-purchase education sequence
C-01742,South Australia,organic,none,recovery,23,7,468.54,66.93,0.263,0.168,3,146,0.02,6.1,632.53,1,Lapsing-customers,Win-back offer with service recovery
C-01743,Tasmania,paid-social,bronze,recovery,24,15,1243.63,82.91,0.141,0.088,0,31,0.555,7.6,1691.34,0,Frequent-regulars,Free shipping threshold reminder
C-01744,Western Australia,retail-store,silver,recovery,23,16,1431.97,89.5,0.246,0.128,1,33,0.557,8.6,1933.16,0,Frequent-regulars,Free shipping threshold reminder
C-01745,Western Australia,organic,silver,hydration,24,21,2828.04,134.67,0.112,0.087,1,23,0.65,7.9,3846.13,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01746,Victoria,retail-store,bronze,camp,6,4,327.66,81.91,0.245,0.12,1,23,0.552,7.8,386.64,0,Emerging-shoppers,Second-purchase education sequence
C-01747,Victoria,paid-social,gold,hydration,17,15,1928.6,128.57,0.175,0.025,1,14,0.571,8,2487.89,1,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01748,Tasmania,paid-social,bronze,hydration,28,6,438.22,73.04,0.242,0.175,3,131,0.168,4.9,613.51,1,Lapsing-customers,Win-back offer with service recovery
C-01749,Victoria,retail-store,silver,apparel,39,32,5346.74,167.09,0.092,0,1,12,0.942,8,8073.58,0,VIP-loyalists,Early access and premium bundle
C-01750,New South Wales,paid-social,none,recovery,27,13,1234.55,94.97,0.161,0.136,1,31,0.769,7.7,1716.02,0,Frequent-regulars,Free shipping threshold reminder
C-01751,Queensland,retail-store,none,recovery,11,2,142.04,71.02,0.225,0.085,2,23,0.669,8.7,174.71,1,Emerging-shoppers,Second-purchase education sequence
C-01752,Western Australia,search,bronze,recovery,12,3,210.56,70.19,0.197,0.056,0,25,0.912,7.1,261.09,0,Emerging-shoppers,Second-purchase education sequence
C-01753,Queensland,organic,silver,accessories,30,19,2692.71,141.72,0.127,0.037,0,17,0.684,9,3823.65,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01754,Tasmania,search,bronze,hydration,2,2,179,89.5,0.195,0.072,0,20,0.712,6.9,204.06,0,Emerging-shoppers,Second-purchase education sequence
C-01755,Queensland,retail-store,silver,apparel,31,14,2569.6,183.54,0,0.06,1,12,0.787,9.5,3674.53,0,VIP-loyalists,Early access and premium bundle
C-01756,New South Wales,organic,silver,packs,12,3,225.34,75.11,0.254,0.104,1,18,0.491,8.7,279.42,1,Emerging-shoppers,Second-purchase education sequence
C-01757,Western Australia,paid-social,none,camp,26,5,369.32,73.86,0.335,0.114,4,119,0.162,6.2,509.66,1,Lapsing-customers,Win-back offer with service recovery
C-01758,New South Wales,search,none,footwear,5,6,351.36,58.56,0.234,0.099,2,17,0.582,8.5,411.09,0,Emerging-shoppers,Second-purchase education sequence
C-01759,Tasmania,search,silver,apparel,28,13,973.28,74.87,0.228,0.085,2,31,0.52,7.4,1362.59,1,Frequent-regulars,Free shipping threshold reminder
C-01760,Western Australia,retail-store,gold,footwear,32,16,2065.53,129.1,0.111,0.04,0,23,0.645,8.9,2974.36,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01761,Western Australia,search,bronze,apparel,6,1,76.93,76.93,0.195,0.054,0,20,0.76,8.2,90.78,1,Emerging-shoppers,Second-purchase education sequence
C-01762,Western Australia,paid-social,none,accessories,24,6,443.34,73.89,0.351,0.151,2,148,0.289,5.7,602.94,1,Lapsing-customers,Win-back offer with service recovery
C-01763,Queensland,retail-store,gold,packs,20,18,2399.23,133.29,0.197,0.043,2,12,0.831,7.8,3166.98,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01764,New South Wales,search,silver,jackets,34,31,5052.63,162.99,0.059,0.036,0,7,0.8,9.6,7376.84,0,VIP-loyalists,Early access and premium bundle
C-01765,Tasmania,search,bronze,jackets,33,3,207.83,69.28,0.423,0.182,3,176,0.106,6.5,301.35,1,Lapsing-customers,Win-back offer with service recovery
C-01766,South Australia,paid-social,silver,accessories,25,12,902.82,75.23,0.123,0.106,1,37,0.469,6.9,1236.86,0,Frequent-regulars,Free shipping threshold reminder
C-01767,Western Australia,search,silver,hydration,18,4,268.23,67.06,0.265,0.127,2,117,0.286,6.2,348.7,1,Lapsing-customers,Win-back offer with service recovery
C-01768,South Australia,paid-social,silver,apparel,31,12,1653.8,137.82,0.159,0.044,1,20,0.726,8.1,2364.93,1,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01769,South Australia,referral,silver,jackets,27,29,4872.62,168.02,0.051,0.062,0,5,0.921,10,6772.94,0,VIP-loyalists,Early access and premium bundle
